data_date,created_at,item_type,topic_id,author,is_nick,sentiment,bullish_hits,bearish_hits,excerpt,source
2026-07-17,2026-07-17T10:55:02.500+0800,topic,82255484141182212,美美,False,bearish,0,1,不懂就问，所以今天这个跌法的位置，难道就是书上说的有两个大盘指数周线水平的均线出现出现压制了吗，好可怕啊😱连昨天的Nick发文都救不了了吗？,知识星球·趋势小程序
2026-07-17,2026-07-17T10:01:40.153+0800,comment,14422151844188482,如是,False,neutral,1,1,别人抄底我清仓,知识星球·趋势小程序
2026-07-17,2026-07-17T09:42:32.252+0800,comment,14422151844188482,dbwharry,False,bullish,1,0,恒科反弹到阻力线了，除非能一举攻破 5100 不然没啥机会,知识星球·趋势小程序
2026-07-17,2026-07-17T09:29:49.602+0800,comment,45544282155882158,NickNie,True,neutral,1,3,右侧“负资产”这个看板，我是筛选了流通值和国民度都比较高的美股，所以并不是所有的两倍做空标的我都纳入到了这个清单里。 现在关于做空的小程序指导还比较粗糙，包括也没有反向的看空/买入的信号指标，但是你依然是可以去做的。后面我会慢慢完善，进一步优化这个小程序的显示和 API 指标。,知识星球·趋势小程序
2026-07-17,2026-07-17T09:28:47.345+0800,comment,14422151844188482,NickNie,True,bearish,0,1,不如休息 什么都不做,知识星球·趋势小程序
2026-07-17,2026-07-17T09:27:47.095+0800,comment,22255484182824821,NickNie,True,neutral,0,0,这个问题我是这样考虑的： 其实即使你不看大盘，完全按个股操作，现在依然是可以去做的。但问题在于，如果你定了一个 100 只股票的固定股池，在目前的环境下，里面能做的个股应该非常少，可能不到 5 只；而在大盘很热的时候，可做的个股数量会非常多，可能会到二三十只甚至更多。 在这种情况下，按照你的纪律，现在的仓位应该是非常低的，因为可做的个股很少。如果你按照平铺仓位去做，虽然个股依然可以操作，但那只是一种试仓的小仓位感觉（这是在不考虑大盘的前提下）。当然，你也可以把大盘的温度和强度,知识星球·趋势小程序
2026-07-17,2026-07-17T09:26:51.971+0800,comment,14422151844188482,Ronaldo,False,neutral,0,0,急了点吧,知识星球·趋势小程序
2026-07-17,2026-07-17T08:59:50.831+0800,topic,14422151844188482,巴非特关门大弟子,False,bullish,6,0,"今天首选三个方向： 1，加仓恒科，恒生互联，etf相关，定投之外的额外加仓。 2，补仓科创50，抄底第二天。 3，补仓创业板etf,抄底第二天。 其他暂时不看，存储别去。",知识星球·趋势小程序
2026-07-17,2026-07-17T08:48:56.256+0800,topic,45544282155882158,O*.,False,neutral,0,2,美股同样的凉转寒，为什么有些属于右侧负资产，有些不属于呢,知识星球·趋势小程序
2026-07-17,2026-07-17T08:31:45.650+0800,comment,22255484182824821,BanbuBear,False,neutral,0,0,个人的感受是，趋势交易，就不要去找什么基本面选股Alpha；如果要找Alpha，那是一个独立于趋势交易的策略仓位，做与不做取决于对自己的策略有多大信心,知识星球·趋势小程序
2026-07-17,2026-07-17T07:49:56.253+0800,comment,22255484182824821,随机漫步的傻瓜,False,bearish,0,3,最保守的做法：大类资产热转温，减仓或退出，温转平清仓。,知识星球·趋势小程序
2026-07-17,2026-07-17T07:33:36.131+0800,comment,22255484182824821,曾广文,False,neutral,0,0,同问+1,知识星球·趋势小程序
2026-07-17,2026-07-17T06:33:59.229+0800,comment,22255484182824821,翀,False,neutral,0,0,同问,知识星球·趋势小程序
2026-07-17,2026-07-17T00:16:48.327+0800,topic,22255484182824821,加V看蟹黄堡秘方,False,bearish,0,8,想请教一下大伙，在最近这种极端行情下，如果还在场内，是看个股温度的变化操作，还是结合大盘已经寒，胜率骤降，先保住本金退场？ 一方面感觉当市场大环境（Beta）向下时，所有企图通过个股操作（Alpha）来盈利的努力，都是极其危险且大概率失败的，但是另一方面又不想破了守纪律的金身。 例如大盘寒，板块平，个股热。 或大盘寒，板块热，个股热转温。三个温度出现两个不在右侧是不是可以视作温转平退场？ 当更高级别的系统风险信号出现，与个股层面的纪律发生冲突时，该如何裁决？,知识星球·趋势小程序
