data_date,created_at,item_type,topic_id,author,is_nick,sentiment,bullish_hits,bearish_hits,excerpt,source
2026-08-05,2026-08-05T15:53:15.756+0800,comment,55522448245255244,NickNie,True,neutral,0,0,忽略这个行业，,知识星球·趋势小程序
2026-08-05,2026-08-05T14:44:22.816+0800,comment,45544221418841288,好名字可以让你的朋友*,False,neutral,0,0,🤝,知识星球·趋势小程序
2026-08-05,2026-08-05T14:14:31.643+0800,comment,55522448245255244,六月息者,False,neutral,0,0,目前小程序端给的成分股太少了,知识星球·趋势小程序
2026-08-05,2026-08-05T13:55:45.073+0800,topic,45544221418841288,黑白大彩电,False,neutral,0,0,有没有朋友用趋势交易系统做a股股指期权的，想交流一下[玫瑰],知识星球·趋势小程序
2026-08-05,2026-08-05T11:52:44.870+0800,topic,55522448245255244,蒙太奇,False,neutral,1,1,聂总，这个数据是不是有问题，成分股在下跌，但是行业在上涨。,知识星球·趋势小程序
2026-08-05,2026-08-05T10:46:04.591+0800,comment,14422118221521842,NickNie,True,neutral,0,0,不是,知识星球·趋势小程序
2026-08-05,2026-08-05T10:45:53.288+0800,comment,14422118255128482,NickNie,True,bearish,0,1,右侧结束就是原温转平 下行结束时原凉转平,知识星球·趋势小程序
2026-08-05,2026-08-05T10:45:22.575+0800,comment,82255441521148542,NickNie,True,neutral,0,0,下午不受影响了,知识星球·趋势小程序
2026-08-05,2026-08-05T10:45:04.650+0800,comment,82255441521148542,NickNie,True,neutral,0,0,和昨天一样，今天也要晚些更新。预计11点半吧,知识星球·趋势小程序
2026-08-05,2026-08-05T10:24:33.317+0800,topic,82255441521148542,知许,False,neutral,0,0,美股的标的今天还没更新，请问是正常的吗 如谷歌，QQQ,知识星球·趋势小程序
2026-08-05,2026-08-05T08:27:39.393+0800,topic,14422118255128482,小透明,False,neutral,0,0,看到出现了“右侧结束”、“下行结束”等标签，想问下这些标签和原来的温度体系有什么对应关系吗，还是额外的一层趋势确认。,知识星球·趋势小程序
2026-08-05,2026-08-05T08:13:23.961+0800,comment,82255444141582842,hejinjie💫,False,neutral,0,0,昨天在日涨幅这个地方，好像有看到过“右侧涨幅”这个统计数据，今天没啦？,知识星球·趋势小程序
2026-08-05,2026-08-05T06:40:05.229+0800,topic,14422118221521842,Major Jack,False,neutral,0,0,聂总我怎么感觉在刚刚进入右侧的胜率会比进入右侧很长时间的股票胜率大呢？是随着右侧天数越来越多胜率越低吗？,知识星球·趋势小程序
