data_date,created_at,item_type,topic_id,author,is_nick,sentiment,bullish_hits,bearish_hits,excerpt,source
2026-07-20,2026-07-20T12:47:18.186+0800,comment,22255481254528841,ZYQ,False,neutral,0,0,请问面积代表流通市值或交易金额，这个流通市值具体是指什么呢，挂牌的总金额吗,知识星球·趋势小程序
2026-07-20,2026-07-20T12:09:17.862+0800,comment,22255481128451581,L,False,neutral,0,0,楼市转涨了直接买房吗？有点担心房子流动性差、交易成本高，如果换成房地产相关的股票会不会更好一点？,知识星球·趋势小程序
2026-07-20,2026-07-20T11:59:46.276+0800,comment,22255481128451581,韩佳鑫,False,neutral,0,0,上海200万以下小户型是不是快到了,知识星球·趋势小程序
2026-07-20,2026-07-20T11:55:04.535+0800,comment,22255481128458441,青火,False,neutral,0,0,我就是这么被割的,知识星球·趋势小程序
2026-07-20,2026-07-20T11:50:05.520+0800,comment,22255481128451581,Ronaldo,False,neutral,0,0,底部区域了呗，等信号,知识星球·趋势小程序
2026-07-20,2026-07-20T11:49:37.234+0800,comment,22255481128458441,Ronaldo,False,neutral,0,0,还有加杠杆,知识星球·趋势小程序
2026-07-20,2026-07-20T11:47:34.852+0800,comment,22255481128458441,🔥,False,neutral,0,0,完了，我都做到了,知识星球·趋势小程序
2026-07-20,2026-07-20T11:47:03.810+0800,comment,22255481128451581,dbwharry,False,bullish,1,0,就怕来个和 23 年一样的假突破[撇嘴],知识星球·趋势小程序
2026-07-20,2026-07-20T11:47:02.852+0800,comment,22255481128458441,微,False,neutral,0,0,啥叫扛单？单吊一只股吗？,知识星球·趋势小程序
2026-07-20,2026-07-20T11:46:05.779+0800,comment,22255481128458441,Rainbow,False,neutral,0,0,哈哈哈哈，我感受到了安慰,知识星球·趋势小程序
2026-07-20,2026-07-20T11:45:57.191+0800,topic,22255481128451581,NickNie,True,bullish,1,0,楼市跌多少是底？ 跌多少都不是底，但是一旦上涨就可能是底,知识星球·趋势小程序
2026-07-20,2026-07-20T11:43:54.090+0800,topic,22255481128458441,NickNie,True,neutral,0,0,破产小秘诀：逆势 扛单 重仓 不分散 四条里哪怕有一条做不到，也很难破产,知识星球·趋势小程序
2026-07-20,2026-07-20T10:22:57.570+0800,comment,82255481282455422,ModNar,False,bullish,1,0,我会在纪律里对etf有一条，对温转热的ETF下钻组合成分，仅需选出其中强度最高，成交额>=2亿且符合其他买入纪律的一个品种,知识星球·趋势小程序
2026-07-20,2026-07-20T03:39:48.471+0800,comment,82255481448184282,NickNie,True,neutral,0,0,很快就上线,知识星球·趋势小程序
2026-07-20,2026-07-20T01:27:38.928+0800,comment,22255481511222481,D峰,False,neutral,0,0,可以增加股指期权吗,知识星球·趋势小程序
