data_date,created_at,item_type,topic_id,author,is_nick,sentiment,bullish_hits,bearish_hits,excerpt,source
2026-08-04,2026-08-04T16:01:02.991+0800,topic,14422111848188152,筑观舵投,False,neutral,0,0,标的覆盖美股粉单,知识星球·趋势小程序
2026-08-04,2026-08-04T15:19:06.187+0800,comment,14422111842848212,ZZZZZZ,False,neutral,0,0,没看懂什么是左侧,知识星球·趋势小程序
2026-08-04,2026-08-04T15:15:17.048+0800,topic,55522444855542154,NickNie,True,neutral,0,0,服务器维护通知： 今天所有金融资产的更新会延期2-3个小时， 各位可以晚上再打开小程序看。 如果是 API 调用，也请晚上再轮询。 多谢理解和包容。,知识星球·趋势小程序
2026-08-04,2026-08-04T15:13:55.515+0800,comment,14422111124248112,NickNie,True,neutral,0,0,还不能，会做。,知识星球·趋势小程序
2026-08-04,2026-08-04T15:13:45.762+0800,comment,14422111842848212,NickNie,True,neutral,0,0,左侧指标只有Nick发文,知识星球·趋势小程序
2026-08-04,2026-08-04T15:04:37.140+0800,comment,14422111842848212,O*.,False,bearish,0,1,左侧只有寒转冻是止盈信号吧，没有别的了,知识星球·趋势小程序
2026-08-04,2026-08-04T14:23:42.570+0800,comment,82255444241258822,海波,False,neutral,0,0,最近应该都很难受，就是这样,知识星球·趋势小程序
2026-08-04,2026-08-04T13:50:39.672+0800,topic,14422111842848212,loho,False,bearish,0,2,6月7月这一波科技，我确实有每天盯着左侧的卖出指标，但具体到我的持仓标的我是没看到左侧止盈的信号出现的。印象中只有韩股那边出现了开香槟的信号。然后持仓一路下跌到温转平才走，回撤了很大一波。 也想问问大家这一波有没有顺利左侧止盈走的，是根据什么走的呢?,知识星球·趋势小程序
2026-08-04,2026-08-04T12:20:53.570+0800,comment,82255444241258822,rocky,False,neutral,0,0,最近的盈亏比一直上不去，不知道大家怎么样，也可能是短期效应,知识星球·趋势小程序
2026-08-04,2026-08-04T10:57:45.927+0800,comment,82255444241258822,小豪,False,neutral,0,0,所以盈亏比2是不够的,知识星球·趋势小程序
2026-08-04,2026-08-04T09:40:36.375+0800,topic,14422111124248112,plus.,False,neutral,0,0,请问在小程序里能回看到a股过去几年的右侧占比吗？,知识星球·趋势小程序
2026-08-04,2026-08-04T09:29:27.471+0800,comment,14422111454212882,NickNie,True,neutral,0,0,已调整。黑底用黄色,知识星球·趋势小程序
2026-08-04,2026-08-04T09:28:30.509+0800,comment,55522444558555484,NickNie,True,neutral,0,0,没有合并，只是图2因为某种原因没有显示香港银行etf,知识星球·趋势小程序
2026-08-04,2026-08-04T08:29:01.563+0800,comment,22255444282125811,海波,False,neutral,0,0,有些温转热显示右侧开始，苏农银行温转热就没有显示右侧开始，是bug吗,知识星球·趋势小程序
2026-08-04,2026-08-04T07:20:57.991+0800,topic,82255444241258822,重在参与,False,neutral,0,0,最近听了nick大佬在面基的播客，又翻了很多知识星球里面的内容，发现趋势投资的关键就在于“胜率+盈亏比”，所以我让AI帮我测算了一下，发现胜率和盈亏比哪怕很细微的变化，都可以极大程度左右交易的结果，有的时候盈亏比多0.3和少0.3甚至可以决定交易累计起来是大幅亏损还是大幅盈利。所以这就会让我有点担心： 如果严格制定A股个股“温转热”开仓，转平离场，每仓占总资产4%的规则，长期严格执行下来，“胜率+盈亏比”是否真的可以落到让资金盈利的范围内？ 我看趋势投资一般会落在“胜率30%,知识星球·趋势小程序
