data_date,created_at,item_type,topic_id,author,is_nick,sentiment,bullish_hits,bearish_hits,excerpt,source
2026-08-31,2026-08-31T14:22:37.481+0800,comment,55521155451228484,一万年的光焰,False,neutral,0,0,最后两个图真好，一目了然，金融资产也有这个图吗？可以自己生成吗？,知识星球·趋势小程序
2026-08-31,2026-08-31T14:08:27.504+0800,comment,14425544852111282,海波,False,neutral,0,0,真知行合一,知识星球·趋势小程序
2026-08-31,2026-08-31T13:51:32.391+0800,comment,14425544852111282,大山,False,neutral,0,0,事到如今最对不起的还是家人[微笑],知识星球·趋势小程序
2026-08-31,2026-08-31T13:32:45.275+0800,comment,14425544144848242,LipMa,False,neutral,0,0,八月成交量应该还是环比慢跌,知识星球·趋势小程序
2026-08-31,2026-08-31T13:31:48.451+0800,comment,14425544852111282,LipMa,False,neutral,0,0,跟随趋势,知识星球·趋势小程序
2026-08-31,2026-08-31T13:12:15.317+0800,comment,14425544852111282,步枫,False,neutral,0,0,反指继续生效,知识星球·趋势小程序
2026-08-31,2026-08-31T12:47:15.832+0800,comment,14425544852111282,嗯哼,False,neutral,0,0,知行合一,知识星球·趋势小程序
2026-08-31,2026-08-31T12:45:59.362+0800,comment,14425544852111282,Ruiyang,False,neutral,0,0,这个必须赞👍,知识星球·趋势小程序
2026-08-31,2026-08-31T12:45:48.906+0800,comment,14425544852111282,乐于此,False,neutral,0,0,满一年才能卖吗？,知识星球·趋势小程序
2026-08-31,2026-08-31T12:42:44.535+0800,topic,14425544852111282,NickNie,True,bearish,0,1,乌鲁木齐开始跌了，平转寒 好像买到最高点了 目前的打算是明年割肉,知识星球·趋势小程序
2026-08-31,2026-08-31T12:26:08.216+0800,comment,82258822458255152,小豪,False,neutral,0,0,越看越糊涂了，兄弟,知识星球·趋势小程序
2026-08-31,2026-08-31T11:41:08.538+0800,comment,14425544144848242,hututu,False,neutral,0,0,天气预报，下周上海一周都下雨（包括周末）,知识星球·趋势小程序
2026-08-31,2026-08-31T00:21:40.203+0800,comment,82258822852884452,x,False,neutral,0,0,nick总，你对后续房子总供应量趋势怎么看？如果总供应量走低，低密住宅相对占比变高，那低密住宅价格相对强度是什么走势？😳,知识星球·趋势小程序
2026-08-31,2026-08-31T00:01:51.156+0800,topic,14425544144848242,NickNie,True,neutral,0,0,全国房产趋势更新到8/30 深圳趋势彻底歇了， 上海高总价也歇了。 全国趋势陆唯一火种就是上海老破小（除香港）。 昨天出了房地产新政。 未来七天趋势反应比较关键，下周一见分晓。,知识星球·趋势小程序
