symbol,contract,broker,long_pos,long_chg,short_pos,short_chg,net_pos,flow_score,add_long,reduce_long,add_short,reduce_short
NR,nr2610,摩根大通,3982,368,917,104,3065,264,368,0,104,0
NR,nr2610,国泰君安,3834,-235,6164,-171,-2330,-64,0,235,0,171
NR,nr2610,东证期货,3612,-73,3238,-125,374,52,0,73,0,125
NR,nr2610,中信期货,2797,171,3897,-384,-1100,555,171,0,0,384
NR,nr2610,高盛期货,2647,-146,509,-112,2138,-34,0,146,0,112
NR,nr2610,永安期货,2395,-146,504,-24,1891,-122,0,146,0,24
NR,nr2610,瑞银期货,1905,-54,0,0,1905,-54,0,54,0,0
NR,nr2610,广发期货,1316,268,802,-150,514,418,268,0,0,150
NR,nr2610,正信期货,1180,-7,0,0,1180,-7,0,7,0,0
NR,nr2610,银河期货,1064,78,3167,332,-2103,-254,78,0,332,0
NR,nr2610,东吴期货,993,111,0,0,993,111,111,0,0,0
NR,nr2610,中金财富,978,-21,0,0,978,-21,0,21,0,0
NR,nr2610,一德期货,769,-22,0,0,769,-22,0,22,0,0
NR,nr2610,华泰期货,747,9,1886,142,-1139,-133,9,0,142,0
NR,nr2610,中信建投,695,-5,0,0,695,-5,0,5,0,0
NR,nr2610,五矿期货,612,72,0,0,612,72,72,0,0,0
NR,nr2610,平安期货,584,41,0,0,584,41,41,0,0,0
NR,nr2610,大地期货,566,70,1541,84,-975,-14,70,0,84,0
NR,nr2610,国投安信,521,28,0,0,521,28,28,0,0,0
NR,nr2610,宝城期货,511,14,569,98,-58,-84,14,0,98,0
NR,nr2610,浙商期货,0,0,2192,45,-2192,-45,0,0,45,0
NR,nr2610,南华期货,0,0,1971,78,-1971,-78,0,0,78,0
NR,nr2610,中银期货,0,0,1451,-3,-1451,3,0,0,0,3
NR,nr2610,物产中大,0,0,1352,-17,-1352,17,0,0,0,17
NR,nr2610,中泰期货,0,0,1257,7,-1257,-7,0,0,7,0
NR,nr2610,新湖期货,0,0,899,-2,-899,2,0,0,0,2
NR,nr2610,海证期货,0,0,718,174,-718,-174,0,0,174,0
NR,nr2610,瑞达期货,0,0,689,22,-689,-22,0,0,22,0
NR,nr2610,中粮期货,0,0,629,181,-629,-181,0,0,181,0
PP,pp2609,国泰君安,68091,5196,49899,-961,18192,6157,5196,0,0,961
PP,pp2609,东证期货,49087,1217,19601,-25,29486,1242,1217,0,0,25
PP,pp2609,中信期货,42263,-277,33778,-1116,8485,839,0,277,0,1116
PP,pp2609,永安期货,34442,411,24624,-903,9818,1314,411,0,0,903
PP,pp2609,华泰期货,16837,572,12164,120,4673,452,572,0,120,0
PP,pp2609,中金财富,10695,661,0,0,10695,661,661,0,0,0
PP,pp2609,广发期货,9423,870,17859,-901,-8436,1771,870,0,0,901
PP,pp2609,银河期货,8917,338,17303,1383,-8386,-1045,338,0,1383,0
PP,pp2609,浙商期货,8689,-440,13418,333,-4729,-773,0,440,333,0
PP,pp2609,瑞达期货,8070,2309,0,0,8070,2309,2309,0,0,0
PP,pp2609,平安期货,7499,852,0,0,7499,852,852,0,0,0
PP,pp2609,光大期货,7387,369,6742,6,645,363,369,0,6,0
PP,pp2609,海通期货,6622,2066,8068,-452,-1446,2518,2066,0,0,452
PP,pp2609,中信建投,5936,203,7323,430,-1387,-227,203,0,430,0
PP,pp2609,冠通期货,5759,971,0,0,5759,971,971,0,0,0
PP,pp2609,紫金天风,5731,435,0,0,5731,435,435,0,0,0
PP,pp2609,申银万国,5654,-804,8623,-174,-2969,-630,0,804,0,174
PP,pp2609,高盛期货,5429,-3220,0,0,5429,-3220,0,3220,0,0
PP,pp2609,海证期货,5004,677,0,0,5004,677,677,0,0,0
PP,pp2609,国海良时,4358,-4140,0,0,4358,-4140,0,4140,0,0
PP,pp2609,中泰期货,0,0,12668,-239,-12668,239,0,0,0,239
PP,pp2609,东吴期货,0,0,11635,392,-11635,-392,0,0,392,0
PP,pp2609,东海期货,0,0,9874,425,-9874,-425,0,0,425,0
PP,pp2609,国投安信,0,0,6657,324,-6657,-324,0,0,324,0
PP,pp2609,南华期货,0,0,6454,814,-6454,-814,0,0,814,0
PP,pp2609,方正中期,0,0,6178,370,-6178,-370,0,0,370,0
PP,pp2609,创元期货,0,0,6144,479,-6144,-479,0,0,479,0
PP,pp2609,中粮期货,0,0,5856,-27,-5856,27,0,0,0,27
V,v2609,中财期货,105991,-3774,10996,279,94995,-4053,0,3774,279,0
V,v2609,东证期货,48633,2189,40140,-7784,8493,9973,2189,0,0,7784
V,v2609,恒力期货,45668,95,0,0,45668,95,95,0,0,0
V,v2609,物产中大,32128,-3267,0,0,32128,-3267,0,3267,0,0
V,v2609,国泰君安,27798,134,115312,813,-87514,-679,134,0,813,0
V,v2609,永安期货,25131,-1941,36980,-450,-11849,-1491,0,1941,0,450
V,v2609,大越期货,20637,-288,0,0,20637,-288,0,288,0,0
V,v2609,中信期货,18737,2005,67358,-9338,-48621,11343,2005,0,0,9338
V,v2609,华泰期货,18561,437,37556,-1560,-18995,1997,437,0,0,1560
V,v2609,上海中期,16329,-39,0,0,16329,-39,0,39,0,0
V,v2609,国联期货,15652,-335,0,0,15652,-335,0,335,0,0
V,v2609,方正中期,14629,-1917,12499,-2980,2130,1063,0,1917,0,2980
V,v2609,浙商期货,13251,-603,14057,879,-806,-1482,0,603,879,0
V,v2609,海通期货,12863,802,10955,-1243,1908,2045,802,0,0,1243
V,v2609,五矿期货,12839,-13010,0,0,12839,-13010,0,13010,0,0
V,v2609,南华期货,11251,-671,12959,476,-1708,-1147,0,671,476,0
V,v2609,红塔期货,10771,-1,0,0,10771,-1,0,1,0,0
V,v2609,东吴期货,10083,-922,0,0,10083,-922,0,922,0,0
V,v2609,银河期货,10022,-852,19137,-329,-9115,-523,0,852,0,329
V,v2609,国贸期货,9356,-1792,0,0,9356,-1792,0,1792,0,0
V,v2609,瑞银期货,0,0,20614,-3403,-20614,3403,0,0,0,3403
V,v2609,中金财富,0,0,20349,-1219,-20349,1219,0,0,0,1219
V,v2609,高盛期货,0,0,13668,179,-13668,-179,0,0,179,0
V,v2609,瑞达期货,0,0,12966,-2953,-12966,2953,0,0,0,2953
V,v2609,广发期货,0,0,11682,-151,-11682,151,0,0,0,151
V,v2609,中泰期货,0,0,11056,-3093,-11056,3093,0,0,0,3093
V,v2609,国投安信,0,0,10808,-83,-10808,83,0,0,0,83
V,v2609,创元期货,0,0,10346,-2475,-10346,2475,0,0,0,2475
V,v2609,紫金天风,0,0,10312,155,-10312,-155,0,0,155,0
TA,ta2609,东证期货,73082,3631,24912,-4775,48170,8406,3631,0,0,4775
TA,ta2609,国泰君安,62922,-3097,124114,-203,-61192,-2894,0,3097,0,203
TA,ta2609,中信期货,54046,-7350,80740,-4060,-26694,-3290,0,7350,0,4060
TA,ta2609,银河期货,41315,-3077,14445,-3645,26870,568,0,3077,0,3645
TA,ta2609,永安期货,39017,-2966,14119,-6122,24898,3156,0,2966,0,6122
TA,ta2609,国贸期货,23791,2432,16875,-1229,6916,3661,2432,0,0,1229
TA,ta2609,华泰期货,23078,19,27264,-172,-4186,191,19,0,0,172
TA,ta2609,中粮期货,22255,-559,0,0,22255,-559,0,559,0,0
TA,ta2609,中金财富,20913,-1113,0,0,20913,-1113,0,1113,0,0
TA,ta2609,光大期货,18007,-2009,16640,-1039,1367,-970,0,2009,0,1039
TA,ta2609,瑞达期货,14372,-181,0,0,14372,-181,0,181,0,0
TA,ta2609,渤海期货,13756,120,0,0,13756,120,120,0,0,0
TA,ta2609,申银万国,13662,-3076,9823,5104,3839,-8180,0,3076,5104,0
TA,ta2609,国投安信,12100,148,0,0,12100,148,148,0,0,0
TA,ta2609,建信期货,12094,509,0,0,12094,509,509,0,0,0
TA,ta2609,广发期货,11383,-760,0,0,11383,-760,0,760,0,0
TA,ta2609,徽商期货,9915,-390,0,0,9915,-390,0,390,0,0
TA,ta2609,浙商期货,9909,2007,10464,-1769,-555,3776,2007,0,0,1769
TA,ta2609,西南期货,9600,1094,0,0,9600,1094,1094,0,0,0
TA,ta2609,冠通期货,9472,-64,0,0,9472,-64,0,64,0,0
TA,ta2609,东吴期货,0,0,76759,-3242,-76759,3242,0,0,0,3242
TA,ta2609,中信建投,0,0,23658,-1002,-23658,1002,0,0,0,1002
TA,ta2609,恒力期货,0,0,22897,-229,-22897,229,0,0,0,229
TA,ta2609,南华期货,0,0,21991,-97,-21991,97,0,0,0,97
TA,ta2609,福能期货,0,0,17374,-2019,-17374,2019,0,0,0,2019
TA,ta2609,信达期货,0,0,14232,80,-14232,-80,0,0,80,0
TA,ta2609,弘业期货,0,0,9715,-1385,-9715,1385,0,0,0,1385
TA,ta2609,瑞银期货,0,0,9007,200,-9007,-200,0,0,200,0
TA,ta2609,摩根大通,0,0,8867,-1512,-8867,1512,0,0,0,1512
TA,ta2609,新湖期货,0,0,8713,-197,-8713,197,0,0,0,197
SS,ss2610,东证期货,10922,1818,9142,1426,1780,392,1818,0,1426,0
SS,ss2610,中信期货,8433,1562,10635,1990,-2202,-428,1562,0,1990,0
SS,ss2610,国泰君安,7646,1359,7331,2971,315,-1612,1359,0,2971,0
SS,ss2610,银河期货,5898,263,4703,467,1195,-204,263,0,467,0
SS,ss2610,浙商期货,4872,53,3504,125,1368,-72,53,0,125,0
SS,ss2610,华泰期货,4335,1652,4958,338,-623,1314,1652,0,338,0
SS,ss2610,高盛期货,3959,-1971,0,0,3959,-1971,0,1971,0,0
SS,ss2610,广发期货,2643,1131,1916,245,727,886,1131,0,245,0
SS,ss2610,国联期货,2594,415,0,0,2594,415,415,0,0,0
SS,ss2610,瑞银期货,2563,-92,0,0,2563,-92,0,92,0,0
SS,ss2610,建信期货,2246,21,3156,2,-910,19,21,0,2,0
SS,ss2610,中金财富,1929,-151,1092,433,837,-584,0,151,433,0
SS,ss2610,方正中期,1798,-165,1272,-139,526,-26,0,165,0,139
SS,ss2610,国投安信,1736,347,3007,752,-1271,-405,347,0,752,0
SS,ss2610,东吴期货,1705,12,0,0,1705,12,12,0,0,0
SS,ss2610,平安期货,1633,168,0,0,1633,168,168,0,0,0
SS,ss2610,永安期货,1447,370,1615,28,-168,342,370,0,28,0
SS,ss2610,物产中大,1325,62,0,0,1325,62,62,0,0,0
SS,ss2610,中泰期货,1168,235,0,0,1168,235,235,0,0,0
SS,ss2610,创元期货,1112,523,1250,74,-138,449,523,0,74,0
SS,ss2610,中粮期货,0,0,6321,1,-6321,-1,0,0,1,0
SS,ss2610,申银万国,0,0,3614,-20,-3614,20,0,0,0,20
SS,ss2610,宏源期货,0,0,1579,209,-1579,-209,0,0,209,0
SS,ss2610,国元期货,0,0,1248,49,-1248,-49,0,0,49,0
SS,ss2610,齐盛期货,0,0,1013,179,-1013,-179,0,0,179,0
SS,ss2610,海通期货,0,0,1012,290,-1012,-290,0,0,290,0
SS,ss2610,国信期货,0,0,993,364,-993,-364,0,0,364,0
PL,pl2611,中信期货,3736,88,3817,82,-81,6,88,0,82,0
PL,pl2611,国投安信,2062,47,1778,-14,284,61,47,0,0,14
PL,pl2611,广发期货,1769,9,1739,-9,30,18,9,0,0,9
PL,pl2611,中信建投,1623,87,1107,-40,516,127,87,0,0,40
PL,pl2611,五矿期货,1512,-9,1501,-7,11,-2,0,9,0,7
PL,pl2611,华泰期货,1091,7,1152,62,-61,-55,7,0,62,0
PL,pl2611,浙商期货,1027,6,1041,32,-14,-26,6,0,32,0
PL,pl2611,申银万国,1020,11,1274,167,-254,-156,11,0,167,0
PL,pl2611,弘业期货,1011,9,1009,-2,2,11,9,0,0,2
PL,pl2611,南华期货,917,23,955,-75,-38,98,23,0,0,75
PL,pl2611,东吴期货,836,2,849,9,-13,-7,2,0,9,0
PL,pl2611,国泰君安,700,6,1112,124,-412,-118,6,0,124,0
PL,pl2611,长江期货,644,183,626,272,18,-89,183,0,272,0
PL,pl2611,东证期货,591,-31,327,185,264,-216,0,31,185,0
PL,pl2611,银河期货,347,54,0,0,347,54,54,0,0,0
PL,pl2611,国信期货,288,12,0,0,288,12,12,0,0,0
PL,pl2611,东方财富,273,99,187,93,86,6,99,0,93,0
PL,pl2611,永安期货,157,42,0,0,157,42,42,0,0,0
PL,pl2611,中金财富,148,27,0,0,148,27,27,0,0,0
PL,pl2611,国联期货,136,5,0,0,136,5,5,0,0,0
PL,pl2611,港信期货,0,0,250,0,-250,0,0,0,0,0
PL,pl2611,国贸期货,0,0,201,35,-201,-35,0,0,35,0
PL,pl2611,大地期货,0,0,188,79,-188,-79,0,0,79,0
PL,pl2611,民生期货,0,0,175,86,-175,-86,0,0,86,0
PL,pl2611,一德期货,0,0,162,38,-162,-38,0,0,38,0
EG,eg2609,东证期货,36602,-4552,9111,-2831,27491,-1721,0,4552,0,2831
EG,eg2609,国泰君安,33414,-167,32517,-3392,897,3225,0,167,0,3392
EG,eg2609,永安期货,28702,-1485,15567,-3560,13135,2075,0,1485,0,3560
EG,eg2609,中信期货,22627,-748,27563,621,-4936,-1369,0,748,621,0
EG,eg2609,华泰期货,9139,-1166,18767,19,-9628,-1185,0,1166,19,0
EG,eg2609,银河期货,8610,-959,12699,-401,-4089,-558,0,959,0,401
EG,eg2609,创元期货,7473,1657,0,0,7473,1657,1657,0,0,0
EG,eg2609,申银万国,7427,83,0,0,7427,83,83,0,0,0
EG,eg2609,中金财富,7359,-851,0,0,7359,-851,0,851,0,0
EG,eg2609,光大期货,7099,-165,5447,151,1652,-316,0,165,151,0
EG,eg2609,广发期货,5666,-789,4808,160,858,-949,0,789,160,0
EG,eg2609,瑞银期货,4992,607,0,0,4992,607,607,0,0,0
EG,eg2609,瑞达期货,4959,-1365,0,0,4959,-1365,0,1365,0,0
EG,eg2609,浙商期货,4813,-2094,8513,-502,-3700,-1592,0,2094,0,502
EG,eg2609,五矿期货,4754,-206,5001,-157,-247,-49,0,206,0,157
EG,eg2609,东吴期货,4600,-472,8419,214,-3819,-686,0,472,214,0
EG,eg2609,大地期货,4488,-192,0,0,4488,-192,0,192,0,0
EG,eg2609,中信建投,4325,-74,7668,-148,-3343,74,0,74,0,148
EG,eg2609,平安期货,3685,-1015,0,0,3685,-1015,0,1015,0,0
EG,eg2609,海证期货,3540,-90,4725,172,-1185,-262,0,90,172,0
EG,eg2609,国贸期货,0,0,7277,-114,-7277,114,0,0,0,114
EG,eg2609,中粮期货,0,0,5385,-174,-5385,174,0,0,0,174
EG,eg2609,海通期货,0,0,5151,1623,-5151,-1623,0,0,1623,0
EG,eg2609,东方财富,0,0,4816,-231,-4816,231,0,0,0,231
EG,eg2609,招商期货,0,0,4725,-13,-4725,13,0,0,0,13
EG,eg2609,国联期货,0,0,4227,-1042,-4227,1042,0,0,0,1042
EG,eg2609,徽商期货,0,0,4161,-267,-4161,267,0,0,0,267
LU,lu2610,中信期货,5446,710,4464,1368,982,-658,710,0,1368,0
LU,lu2610,东证期货,5211,2800,6458,3401,-1247,-601,2800,0,3401,0
LU,lu2610,国泰君安,4630,770,6802,1066,-2172,-296,770,0,1066,0
LU,lu2610,中金财富,2299,196,0,0,2299,196,196,0,0,0
LU,lu2610,华泰期货,1759,335,995,414,764,-79,335,0,414,0
LU,lu2610,平安期货,1714,596,602,321,1112,275,596,0,321,0
LU,lu2610,摩根大通,1681,665,0,0,1681,665,665,0,0,0
LU,lu2610,中辉期货,1463,786,0,0,1463,786,786,0,0,0
LU,lu2610,盛达期货,1436,1336,1135,817,301,519,1336,0,817,0
LU,lu2610,瑞银期货,1334,0,0,0,1334,0,0,0,0,0
LU,lu2610,银河期货,1300,-191,4722,858,-3422,-1049,0,191,858,0
LU,lu2610,高盛期货,1242,196,0,0,1242,196,196,0,0,0
LU,lu2610,海通期货,1222,159,0,0,1222,159,159,0,0,0
LU,lu2610,广发期货,1176,563,0,0,1176,563,563,0,0,0
LU,lu2610,中融汇信,1044,-108,0,0,1044,-108,0,108,0,0
LU,lu2610,东航期货,1019,188,0,0,1019,188,188,0,0,0
LU,lu2610,永安期货,1017,440,2472,478,-1455,-38,440,0,478,0
LU,lu2610,方正中期,1002,2,555,170,447,-168,2,0,170,0
LU,lu2610,中信建投,941,291,800,251,141,40,291,0,251,0
LU,lu2610,海证期货,891,482,0,0,891,482,482,0,0,0
LU,lu2610,中银期货,0,0,3302,430,-3302,-430,0,0,430,0
LU,lu2610,西部期货,0,0,2214,533,-2214,-533,0,0,533,0
LU,lu2610,南华期货,0,0,1651,618,-1651,-618,0,0,618,0
LU,lu2610,国联期货,0,0,1147,328,-1147,-328,0,0,328,0
LU,lu2610,东方财富,0,0,1105,859,-1105,-859,0,0,859,0
LU,lu2610,瑞达期货,0,0,1100,-140,-1100,140,0,0,0,140
LU,lu2610,浙商期货,0,0,781,570,-781,-570,0,0,570,0
LU,lu2610,大地期货,0,0,721,-1,-721,1,0,0,0,1
LU,lu2610,中泰期货,0,0,574,446,-574,-446,0,0,446,0
LU,lu2610,徽商期货,0,0,543,390,-543,-390,0,0,390,0
OP,op2610,中信建投,3006,16,2949,-12,57,28,16,0,0,12
OP,op2610,中信期货,2693,25,2531,5,162,20,25,0,5,0
OP,op2610,国泰君安,2431,95,2145,-26,286,121,95,0,0,26
OP,op2610,浙商期货,2424,14,2849,-1,-425,15,14,0,0,1
OP,op2610,上海中期,2205,9,2195,9,10,0,9,0,9,0
OP,op2610,招商期货,1789,-140,1796,-134,-7,-6,0,140,0,134
